isDGA,domain,host,subclass
legit,xuk,xuk.ru,alexa
legit,infortis-themes,infortis-themes.com,legit
legit,fzmovies,fzmovies.net,alexa
legit,crispme,crispme.com,legit
legit,tomtom,tomtom.com,alexa
legit,meethotwifes,meethotwifes.com,legit
legit,torrentfunk,torrentfunk.com,alexa
legit,kijkshop,kijkshop.nl,legit
legit,gazetapolska,gazetapolska.pl,legit
legit,coomgirls,coomgirls.com,legit
legit,bang2joom,bang2joom.com,legit
legit,lancelhoff,lancelhoff.com,legit
legit,cronica,cronica.com.mx,alexa
legit,jessicalondon,jessicalondon.com,legit
legit,elostaz,elostaz.com,alexa
legit,tochka,tochka.net,alexa
legit,ankawa,ankawa.com,alexa
legit,ziarulevenimentul,ziarulevenimentul.ro,legit
legit,guiadelocio,guiadelocio.com,alexa
legit,lowesforpros,lowesforpros.com,legit
legit,styleforum,styleforum.net,alexa
legit,subnet-calculator,subnet-calculator.com,legit
legit,seopanel,seopanel.in,alexa
legit,vegaviet,vegaviet.com,legit
legit,glamourparis,glamourparis.com,alexa
legit,pearsonified,pearsonified.com,legit
legit,hostreview,hostreview.com,legit
legit,perfil,perfil.com.ar,alexa
legit,2100book,2100book.com,legit
legit,berliner-kurier,berliner-kurier.de,legit
legit,pages02,pages02.net,legit
legit,cinemablend,cinemablend.com,alexa
legit,hertzcarsales,hertzcarsales.com,legit
legit,horseshoes,horseshoes-n-handgrenades.com,alexa
legit,feisuzw,feisuzw.com,legit
legit,scene7,scene7.com,alexa
legit,plus-music,plus-music.org,legit
legit,microporno,microporno.com,alexa
legit,anvianet,anvianet.fi,legit
legit,detectinvisible,detectinvisible.com,legit
legit,mmb,mmb.cn,alexa
legit,alcatel,alcatel-lucent.com,alexa
legit,kattare,kattare.com,legit
legit,newayseurasia,newayseurasia.com,legit
legit,onlineslangdictionary,onlineslangdictionary.com,alexa
legit,shoghlanty,shoghlanty.com,alexa
legit,vietbando,vietbando.com,alexa
legit,armywifeandmommy,armywifeandmommy.com,legit
legit,optionaffiliates,optionaffiliates.com,legit
legit,mikes-marketing-tools,mikes-marketing-tools.com,legit
legit,kupirebenku,kupirebenku.ru,legit
legit,vivelesrondes,vivelesrondes.com,legit
legit,viralcontentbuzz,viralcontentbuzz.com,alexa
legit,silverfoxleadfactory,silverfoxleadfactory.com,legit
legit,wakegov,wakegov.com,alexa
legit,futbol24,futbol24.com,alexa
legit,driveplaza,driveplaza.com,alexa
legit,geraldojose,geraldojose.com.br,alexa
legit,happilyblended,happilyblended.com,alexa
legit,tnews,tnews.ir,alexa
legit,madoomee,madoomee.com,alexa
legit,liriklagu,liriklagu.asia,legit
legit,questoesdeconcursos,questoesdeconcursos.com.br,legit
legit,bradfrostweb,bradfrostweb.com,alexa
legit,gizchina,gizchina.com,alexa
legit,forexindo,forexindo.com,legit
legit,lift,lift.do,alexa
legit,oncamforyou,oncamforyou.com,legit
legit,tyden,tyden.cz,alexa
legit,promonegocios,promonegocios.net,legit
legit,bnatgames,bnatgames.com,legit
legit,p1,p1.cn,alexa
legit,bravacursos,bravacursos.com.br,legit
legit,saldiprivati,saldiprivati.com,alexa
legit,equussafelist,equussafelist.com,legit
legit,cofinoga,cofinoga.fr,legit
legit,viruslist,viruslist.com,legit
legit,ls-world,ls-world.pl,legit
legit,qz,qz.com,alexa
legit,cablestogo,cablestogo.com,legit
legit,tbxbs,tbxbs.com,alexa
legit,777town,777town.net,legit
legit,marinsoftware,marinsoftware.com,alexa
legit,lovemaegan,lovemaegan.com,legit
legit,tradekorea,tradekorea.com,alexa
legit,adexprt,adexprt.com,legit
legit,vijaykarnatakaepaper,vijaykarnatakaepaper.com,legit
legit,123dapp,123dapp.com,alexa
legit,budapestbank,budapestbank.hu,legit
legit,dime-co,dime-co.com,legit
legit,cetizen,cetizen.com,alexa
legit,game798,game798.com,alexa
legit,chanel,chanel.com,alexa
legit,speedycash,speedycash.com,legit
legit,vosent,vosent.com,alexa
legit,mercatornet,mercatornet.com,legit
legit,kickassgfx,kickassgfx.net,legit
legit,usamega,usamega.com,legit
legit,ericsson,ericsson.com,alexa
legit,hongshu,hongshu.com,legit
legit,tahrirnews,tahrirnews.com,alexa
legit,bookmarksinfo,bookmarksinfo.net,legit
legit,startrek,startrek.com,alexa
legit,topwpthemes,topwpthemes.com,alexa
legit,modified-shop,modified-shop.org,legit
legit,toyokeizai,toyokeizai.net,alexa
legit,chinairn,chinairn.com,legit
legit,adglobal360,adglobal360.com,legit
legit,alistsites,alistsites.com,alexa
legit,etvizler,etvizler.com,legit
legit,xe44,xe44.com,alexa
legit,streetauthority,streetauthority.com,legit
legit,spoluzaci,spoluzaci.cz,legit
legit,aec-internet,aec-internet.it,legit
legit,shortlist,shortlist.com,alexa
legit,mundobanana,mundobanana.com,legit
legit,tupaki,tupaki.com,alexa
legit,ytimg,ytimg.com,alexa
legit,hab-inc,hab-inc.com,legit
legit,thefeecalculator,thefeecalculator.com,legit
legit,xxxhost,xxxhost.me,alexa
legit,fit4life,fit4life.ru,alexa
legit,trootrac,trootrac.co.in,legit
legit,pagewash,pagewash.com,legit
legit,beaconads,beaconads.com,legit
legit,amendes,amendes.gouv.fr,legit
legit,888777,888777.com,alexa
legit,autonagar,autonagar.com,legit
legit,teufel,teufel.de,alexa
legit,linkmysite,linkmysite.net,legit
legit,pixelio,pixelio.de,alexa
legit,superwebdirectory,superwebdirectory.info,legit
legit,shoutcheap,shoutcheap.com,legit
legit,articlestrump,articlestrump.com,legit
legit,higheroneaccount,higheroneaccount.com,alexa
legit,forzearmate,forzearmate.org,legit
legit,praktiker,praktiker.gr,alexa
legit,61flash,61flash.com,alexa
legit,accurateshooter,accurateshooter.com,legit
legit,connexionsafe,connexionsafe.com,alexa
legit,directorysubmissionworld,directorysubmissionworld.com,legit
legit,eluniversalsanantonio,eluniversalsanantonio.mx,legit
legit,vojdan,vojdan.ir,alexa
legit,curdbee,curdbee.com,legit
legit,activesearchresults,activesearchresults.com,alexa
legit,sweepslocket,sweepslocket.eu,alexa
legit,gamer-android,gamer-android.ru,legit
legit,flasharcade,flasharcade.com,legit
legit,sparklit,sparklit.com,alexa
legit,2oceansvibe,2oceansvibe.com,alexa
legit,laylagrayce,laylagrayce.com,legit
legit,deal-fuchs,deal-fuchs.net,legit
legit,websiteforever,websiteforever.com,legit
legit,apobank,apobank.de,legit
legit,epdrama,epdrama.com,alexa
legit,mrsnake,mrsnake.com,legit
legit,sexfilmchen,sexfilmchen.com,legit
legit,moceanads,moceanads.com,legit
legit,bpergroup,bpergroup.net,alexa
legit,immoral,immoral.jp,alexa
legit,tastingtable,tastingtable.com,alexa
legit,foodrenegade,foodrenegade.com,legit
legit,edut,edut.com.br,alexa
legit,patrastimes,patrastimes.gr,legit
legit,europolit,europolit.pl,legit
legit,soccerstand,soccerstand.com,alexa
legit,offpageads,offpageads.com,alexa
legit,chuiso,chuiso.com,alexa
legit,jeuxdelajungle,jeuxdelajungle.fr,legit
legit,lookoutmovies,lookoutmovies.com,alexa
legit,uuu9,uuu9.com,alexa
legit,creatingreallyawesomefreethings,creatingreallyawesomefreethings.com,legit
legit,foodlion,foodlion.com,legit
legit,digital-eliteboard,digital-eliteboard.com,legit
legit,richgoptr,richgoptr.com,legit
legit,agentprovocateur,agentprovocateur.com,alexa
legit,bettermedicine,bettermedicine.com,legit
legit,trtsp,trtsp.jus.br,alexa
legit,photoshop-help,photoshop-help.ru,legit
legit,porno,porno-wife.com,alexa
legit,homepagemodules,homepagemodules.de,legit
legit,hallopizza,hallopizza.de,legit
legit,easypiso,easypiso.com,legit
legit,technobase,technobase.fm,legit
legit,socialbirth,socialbirth.com,legit
legit,squirrelmail,squirrelmail.org,legit
legit,hqbabes,hqbabes.com,alexa
legit,gevalia,gevalia.com,legit
legit,ving,ving.se,alexa
legit,systemb2b,systemb2b.com,legit
legit,ipcdigital,ipcdigital.co.uk,legit
legit,zohomail,zohomail.com,legit
legit,pedestrian,pedestrian.tv,alexa
legit,linkclaw,linkclaw.com,alexa
legit,gbcinternetenforcement,gbcinternetenforcement.net,alexa
legit,thewhitecompany,thewhitecompany.com,alexa
legit,sonkale,sonkale.org,legit
legit,samuel-warde,samuel-warde.com,legit
legit,mobiles,mobiles.co.uk,legit
legit,moneymappress,moneymappress.com,alexa
legit,puromarketing,puromarketing.com,alexa
legit,dima-voyages,dima-voyages.com,legit
legit,avvo,avvo.com,alexa
legit,viking-direct,viking-direct.be,legit
legit,ouou,ouou.cn,alexa
legit,masterwanker,masterwanker.com,legit
legit,jornaldenegocios,jornaldenegocios.pt,alexa
legit,moviejones,moviejones.de,alexa
legit,urlsnoop,urlsnoop.com,alexa
legit,rautemusik,rautemusik.fm,legit
legit,tiposde,tiposde.org,legit
legit,moneyplatform,moneyplatform.biz,alexa
legit,centralops,centralops.net,alexa
legit,tds,tds.net,alexa
legit,5hippos,5hippos.com,legit
legit,heathrowairport,heathrowairport.com,alexa
legit,downloadnewsong,downloadnewsong.ir,legit
legit,solarvps,solarvps.com,legit
legit,0668,0668.com,alexa
legit,aliyuncs,aliyuncs.com,legit
legit,adscience,adscience.nl,legit
legit,upgradecracker,upgradecracker.eu,alexa
legit,elektrotanya,elektrotanya.com,legit
legit,aosholding,aosholding.com,alexa
legit,88ha,88ha.com,alexa
legit,grooby,grooby.com,alexa
legit,51zzl,51zzl.com,alexa
legit,index-education,index-education.com,legit
legit,fastpics,fastpics.us,legit
